Pais,Inventario Hom,Clave Inv Parcela,Tipo Bosque,Zona de Vida,Suelo IPCC,Area Protegida,Categoría Area Protegida,Suelo FAO,Zona Climática,POSICIÓN Topográfica,División Administrativa,DAP (cm),ALTURA (m),Densidad (arb/ha),Vol (m3/ha),CO2 (ton/ha)
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica5870,Plantaciones,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Plano,Nandayure,34.55909090909091,24.827272727272728,220.0,260.36003073479236,289.91368831115665
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica5885,Mangle,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Leptosols,"Tropical, muy húmeda",Plano,Garabito,25.475,13.8,200.0,90.00653135057716,142.16509269573532
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica58850,Mangle,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Leptosols,"Tropical, muy húmeda",Plano,Garabito,25.6875,16.375,160.0,96.48773516970333,167.44167587602237
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica5977,Latifoliados,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,Carara,Parque Nacional,Leptosols,"Tropical, muy húmeda",Media,Garabito,32.153225806451616,13.290322580645162,310.0,488.6051612969661,543.3850963581218
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica5999,Árboles Dispersos,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",******,Jimenez,18.05,7.625,80.0,7.988657784043061,7.573289633765169
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6073,Latifoliados,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Puriscal,26.28,9.96,250.0,105.63084971412428,102.42398925344548
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6089,Latifoliados,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Jimenez,27.07234042553191,13.491213336273924,470.0,296.3123251951009,400.0765908286259
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6110,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Limon,43.166666666666664,24.666666666666668,60.0,109.2534005680246,130.26431692446752
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6177,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Paraiso,14.332608695652178,10.173913043478262,460.0,43.636407799096865,64.05394760195674
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6232,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Media,Puntarenas,67.0,17.5,10.0,30.849458110547523,40.354977149458605
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6246,Bosques Secundarios,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Leptosols,"Tropical, muy húmeda",Media,Garabito,21.0,15.151515151515152,330.0,113.40373898772798,104.7220914389703
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6253,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Puriscal,24.5625,9.458333333333334,240.0,75.8801636341698,63.08774194796192
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6257,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Media,Acosta,36.5,9.0,60.0,38.75429427560199,53.4281016653792
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6293,Árboles Dispersos,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,Cahuita,Parque Nacional,Cambisols,"Tropical, muy húmeda",Plano,Talamanca,36.5,10.5,20.0,14.750170207685777,13.623385801376607
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6325,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Valle,Puntarenas,24.676,11.4,250.0,165.53540209422246,159.69166490145923
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6377,Plantaciones,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Limon,72.0,25.0,10.0,50.893800988154645,25.41973732268293
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6465,Árboles Dispersos,Bosque Pluvial Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Limon,26.32222222222222,11.777777777777779,90.0,42.704252098382376,41.40080483483811
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica648,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,Corredor  fronterizo (estatal),Refugio de Vida Silvestre,Acrisols,"Tropical, muy húmeda",Media,La Cruz,31.4,22.75,20.0,18.154509962858555,22.884808190164165
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6630,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Media,Paraiso,28.01923076923077,15.377905278264363,520.0,758.8234187523514,1088.2210491757241
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6704,Plantaciones,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Parrita,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6706,Latifoliados,Bosque Muy Humedo Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",media,Acosta,22.45,13.963114166290598,400.0,231.74474965423073,281.011235274185
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6891,Bosques Secundarios,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, muy húmeda",Media,Tarrazu,20.6,14.133333333333333,150.0,48.64766041560837,45.90394441184274
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6911,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de baja actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Nitisols,"Tropical, muy húmeda",Media,Talamanca,22.6875,13.33828203476569,80.0,32.27552379713198,35.38549156019391
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica6913,Latifoliados,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Nitisols,"Tropical, muy húmeda",Cresta,Talamanca,20.304999999999996,12.303798782965854,600.0,199.19372553157842,210.84679356344984
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7279,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Fluvisols,"Tropical, muy húmeda",Media,Talamanca,25.07,10.6,100.0,32.73993701528549,39.39342397626021
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7336,Mangle,Bosque Muy Humedo Premontano,Suelo de humedales,,,Cambisols,"Tropical, muy húmeda",Valle,Aguirre,14.157446808510638,11.10046497837005,470.0,53.74378282346325,74.57737527210158
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7443,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Perez Zeledon,18.52054794520548,9.465753424657533,730.0,132.69331423031025,181.5694934973738
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7611,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Superior,Aguirre,19.72142857142857,10.574569543754027,710.0,229.81833934282338,350.4580538097666
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7632,Latifoliados,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Media,Talamanca,27.819444444444443,13.419948216225297,360.0,927.1510421584475,1065.0072961376923
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7802,Bosques Secundarios,Bosque Pluvial Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Superior,Perez Zeledon,21.112121212121213,11.788096991841664,330.0,113.80366976946449,121.7079821641554
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7818,Latifoliados,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Media,Talamanca,24.687931034482766,12.9434129446195,580.0,357.62689410045493,410.9329279245745
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica7984,Bosques Secundarios,Bosque Pluvial Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Perez Zeledon,20.8,13.175,400.0,132.9997176888056,151.17793271078887
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica8358,Latifoliados,Bosque Pluvial Montano,Suelos volcánicos,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Andosols,"Tropical, muy húmeda",Media,Talamanca,28.436000000000003,13.505999999999998,500.0,625.8653458377718,906.5287047544028
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica8442,Bosques Secundarios,Bosque Pluvial Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Buenos Aires,17.433333333333334,11.933333333333334,450.0,86.72170170693774,108.81816321538608
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica8521,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Perez Zeledon,21.316666666666666,12.55,600.0,184.66703769313634,232.60485368105586
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica8526,Latifoliados,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Baja,Perez Zeledon,20.009677419354837,12.32258064516129,620.0,173.62178697173712,226.94378177201648
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica8528,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Buenos Aires,23.875,8.875,80.0,18.857115378861458,21.012477350392484
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9068,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Buenos Aires,46.75,6.107142857142857,140.0,81.20113801641708,71.24852744426738
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9078,Bosques Secundarios,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Plano,Buenos Aires,18.244155844155845,13.831168831168831,770.0,196.14131962257383,224.95195476049153
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9159,Bosques Secundarios,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Media,Buenos Aires,20.302325581395348,14.767441860465116,430.0,200.01754662196902,238.90300582439036
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9518,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Media,Osa,19.75,9.5,100.0,17.9129686116873,24.239736042648488
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9534,Bosques Secundarios,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,Cambisols,"Tropical, muy húmeda",Media,Coto Brus,25.67948717948718,11.455068614904894,780.0,532.1286038577595,757.4563320681734
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9619,Plantaciones,Bosque Muy Humedo Premontano,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",Media,Coto Brus,15.756756756756756,7.594594594594595,370.0,30.279848092543528,43.229777024299366
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9709,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",Baja,Coto Brus,18.555555555555557,12.907613468297846,360.0,92.40658417416242,116.7759276456383
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica98,Palmas,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Bajo,Osa,27.56382978723404,14.095744680851064,940.0,522.5136171358714,509.5283419558827
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica99,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Cresta,Perez Zeledon,22.683333333333334,11.521215910872884,600.0,220.59329011938803,245.6051767766604
Costa Rica,Inventario Nacional Forestal Costa Rica - 2014,INF Costa Rica9966,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Baja,Osa,20.653846153846153,9.358043274313873,520.0,259.2975709918391,263.6200033234517
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20161,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Plano,Perez Zeledon,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201610,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Buenos Aires,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201611,Árboles Dispersos,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Osa,18.0,18.0,10.0,2.3,3.4
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201612,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Ladera,Osa,22.3,16.3,430.0,233.5,303.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201613,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,17.3,16.3,460.0,115.4,233.4
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201614,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,12.9,11.0,510.0,39.7,60.9
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201615,Mangle,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,15.5,9.6,100.0,9.8,20.1
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201616,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Osa,19.1,22.9,620.0,246.6,402.3
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201617,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Osa,16.0,8.4,100.0,9.4,9.1
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201618,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Osa,16.5,16.3,530.0,119.8,236.8
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201619,Mangle,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,16.5,14.0,660.0,123.0,239.9
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20162,Bosques Secundarios,Bosque Pluvial Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Cima,Buenos Aires,15.8,9.6,950.0,116.5,157.8
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201620,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,23.5,23.8,260.0,173.6,363.9
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201621,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Ladera,Osa,15.1,9.9,270.0,28.7,33.4
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201622,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,25.9,23.9,220.0,186.9,388.8
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201623,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,24.9,16.4,380.0,231.0,402.7
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201624,Mangle,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",Plano,Osa,26.5,23.8,210.0,220.7,460.1
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201625,Árboles Dispersos,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Osa,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201626,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Ladera,Buenos Aires,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201627,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Ladera,Osa,21.3,17.2,440.0,172.7,201.3
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201628,Árboles Dispersos,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Plano,Perez Zeledon,30.1,7.0,60.0,18.6,19.6
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201629,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Ladera,Perez Zeledon,13.1,11.0,20.0,1.5,2.2
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20163,Bosques Secundarios,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Ladera,Buenos Aires,18.6,11.3,550.0,156.4,172.5
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 201630,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Ladera,Perez Zeledon,15.6,11.5,900.0,115.8,161.7
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20164,Árboles Dispersos,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Ladera,Buenos Aires,0.0,0.0,0.0,0.0,0.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20165,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Buenos Aires,23.0,15.7,420.0,274.4,406.9
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20166,Árboles Dispersos,Bosque Pluvial Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Ladera,Buenos Aires,20.9,5.0,20.0,2.0,3.0
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20167,Bosques Secundarios,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Plano,Buenos Aires,19.3,9.3,120.0,34.7,37.9
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20168,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",Pie de monte,Buenos Aires,18.4,13.2,520.0,150.6,178.5
Costa Rica,Inventario Piloto MESADI Costa Rica 2016,MESADI 20169,Bosques Secundarios,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",Ladera,Buenos Aires,24.1,14.5,370.0,273.9,321.8
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001118,Otro uso/cobertura,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, húmeda",0,Santa Cruz,19.666666666666668,8.726707200060437,27.49999999999999,9.180578875256439,14.631918711707051
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001120,Otro uso/cobertura,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, húmeda",0,Nicoya,25.42156862745098,11.031699762293139,84.99999999999996,49.13416929686663,66.59178575895604
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001122,Otro uso/cobertura,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, húmeda",0,Abangares,21.33798449612403,9.584739644334071,107.49999999999983,34.29948457535649,50.4653066134993
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001124,Otro uso/cobertura,Bosque Muy Húmedo Montano Bajo,Suelos volcánicos,Peñas Blancas (mixto),Refugio de Vida Silvestre,Andosols,"Tropical, muy húmeda",0,San Ramon,26.251269035532985,11.377534133137427,164.1666666666668,101.47787534192784,133.3502338468124
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001126,Otro uso/cobertura,Bosque Muy Humedo Premontano,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",0,Naranjo,20.352999999999998,8.973536050369368,83.3333333333333,30.7151715986814,37.76489487463952
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001128,Otro uso/cobertura,Bosque Pluvial Montano Bajo,Suelos volcánicos,Cordillera Volcánica Central,Reserva Forestal,Andosols,"Tropical, muy húmeda",0,Santa Barbara,35.74162679425837,14.34887968478666,174.1666666666669,199.3277339508787,255.56982891011108
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001130,Otro uso/cobertura,Bosque Muy Humedo Premontano,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",0,Siquirres,27.057692307692307,12.08986618308258,129.99999999999974,99.5861291977396,94.60469790802566
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001132,Otro uso/cobertura,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Matina,36.35454545454545,14.609488460181318,36.666666666666664,43.01586439189451,42.71367603572841
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001154,Otro uso/cobertura,Bosque Húmedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Liberia,38.75,14.965745086420377,13.333333333333336,18.955242497284083,23.84810464915411
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001162,Otro uso/cobertura,Bosque Húmedo Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Golfito,20.54647887323944,9.77410267081355,118.3333333333331,22.678239552178045,35.10580006667062
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 200117,Otro uso/cobertura,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,Manglar Térraba-Sierpe,Humedal,Nitisols,"Tropical, muy húmeda",0,Osa,23.120731707317074,10.463904050048408,68.33333333333339,25.18024776648747,52.576526394224544
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001184,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, húmeda",0,Bagaces,9.736842105263158,4.420382421325605,15.833333333333337,0.41240234301326395,0.5912331051107232
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001188,Otro uso/cobertura,Bosque Muy Humedo Premontano,Suelos volcánicos,,,Andosols,"Tropical, muy húmeda",0,San Carlos,23.969512195121947,10.915771927996051,68.33333333333339,37.258990550765965,43.96045109962459
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 200119,Otro uso/cobertura,Bosque Muy Humedo Premontano,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Osa,28.591428571428573,11.876437765399473,29.166666666666654,25.553583689240035,28.14164096189097
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001190,Otro uso/cobertura,Bosque Húmedo Tropical,Suelo arcilloso de baja actividad,,,Acrisols,"Tropical, muy húmeda",0,San Carlos,29.439560439560438,11.034819979907116,75.83333333333334,80.45563774110072,111.98720561274617
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001192,Otro uso/cobertura,Bosque Muy Humedo Tropical,Suelo arcilloso de alta actividad,,,Alisols,"Tropical, muy húmeda",0,Sarapiqui,40.18129032258065,15.575203118880147,129.1666666666664,293.3625994633783,478.42012960480315
Costa Rica,Piloto Inventario Nacional Costa Rica - 2001,Inventario ENF 2001196,Otro uso/cobertura,Bosque Muy Humedo Tropical,Suelo arcilloso de baja actividad,Tortuguero,Zona Protectora,Ferralsols,"Tropical, muy húmeda",0,Pococi,48.26470588235294,16.6252444086374,28.33333333333332,74.7285814456358,103.45424478525649
